gen,best,mean,diversity
0,96.27598756092414,19.06495139200304,1.3512940628358627
1,101.05309637604446,21.431286251463845,1.2970297877085368
2,124.28400064526883,20.397510666302647,1.3247673957799815
3,96.2262721242909,20.953839405269584,1.369257046257757
4,91.85379390573905,18.38531670499749,1.3503558075275979
5,99.25883264704038,19.537159342197747,1.3343773860831603
6,112.57646045548174,20.18119673698175,1.394598468648084
7,86.6144169282722,18.937365598132793,1.3096115759148321
8,97.78444914688993,19.777195968946295,1.3514114401061825
9,116.78444914688993,21.345779677967453,1.3683361447395095
10,112.69768027380348,19.51375475904,1.3745467128727773
11,89.2247633068545,19.95829974892232,1.406508930877772
12,108.193758004315,22.023090274475397,1.357902136133913
13,85.11729285414512,21.143391014583184,1.2340040568868094
14,100.6542981167909,23.471655219800187,1.1023219432520657
15,75.97679949147225,23.551306926280173,0.9334383654055398
16,81.2893314768662,25.826961667123058,0.8879579994096329
17,96.86063562801436,25.52781306234312,0.7726741710975951
18,96.94777380663261,27.233459287222967,0.638137668127355
19,103.52807464703501,26.234346805505897,0.6765245842765527
20,103.52807464703501,28.71698088577222,0.6465928320516413
21,102.01332252184342,28.358642824125173,0.6477575405538505
22,105.26759189065329,28.99673989606505,0.6135963065050237
23,95.52807464703501,27.56238069894123,0.3712281028830077
24,110.66117091217383,29.844907870894822,0.3101290328222823
25,105.66117091217383,29.393080833552762,0.2790919858342954
26,102.19738807670292,29.55194452892476,0.26762148371396494
27,104.1417094222976,29.738231085333755,0.2536087698222654
28,110.36378197235229,29.754223348225196,0.2611930436794677
29,106.15334281639653,29.387809788063393,0.228698273474338
30,104.34548252913152,30.825887875713846,0.20782478607394128
31,111.69619137159052,30.85376411038052,0.21001159041765782
32,94.85709038178514,29.69914101383607,0.2100550500289006
33,96.34548252913152,31.154308136885582,0.20637024665955164
34,97.38050298855066,29.5458392810301,0.21652267346329568
35,96.69619137159052,29.968756102992778,0.21865299861282014
36,98.34548252913152,31.092517552726704,0.2244241274794244
37,111.15334281639653,31.608529838651584,0.22882120971355135
38,97.34548252913152,29.558097561703264,0.23175967156147273
39,88.989227617365,31.668447190197767,0.2215682320891741
40,98.88585504074129,29.591718926453467,0.2149098490900243
41,97.27052345805829,30.855474742681594,0.20717331739555378
42,89.11832235697997,30.46791171686195,0.20331167349117366
43,97.0551233072627,30.302340203676913,0.19673580851991324
44,92.88585504074129,29.712607020223924,0.19007082197755898
45,95.03805614181948,31.85912766934892,0.18346425885535603
46,100.83761120395172,30.768488695876385,0.16938025142366397
47,88.21460583977401,30.52740810179637,0.16980813765026306
48,96.99924650555724,31.017341453981224,0.15506943276286195
49,84.88585504074129,29.354697577698285,0.1580939662367605
50,108.27052345805829,29.360769490983902,0.15242563200292378
