gen,best,mean,diversity
0,67.86898011561732,-3.718025450912784,1.143232872465189
1,35.93408599618397,-2.3865369049823393,1.1858942116272047
2,29.506206870275122,-2.3791127145631723,1.2235874048077058
3,7.179591064355259,-2.9103439373562012,1.0997119533737498
4,8.35923785170936,-3.433237846421266,0.9557445074111337
5,4.788843430427763,-2.5593678946314746,0.8879459104086729
6,15.47774125818605,-1.1393481737825821,0.8693815922792827
7,9.758856153530461,-0.11698109756794423,0.8046846767379096
8,9.777727406657213,0.44803977568179976,0.6881017284516385
9,7.95548251637225,0.34193383410127526,0.5717397327673264
10,14.765877066009544,0.5756237639717366,0.28141100979508005
11,13.065355202395462,0.5048894837882169,0.2659452086871285
12,11.94363217572458,0.5234281528882091,0.279047349600078
13,10.925453134671125,1.0947381336250024,0.24129589085298866
14,9.82512876924789,1.1667238207623576,0.20858878537321196
15,10.754026725361875,1.2601422509187021,0.2664258199466827
16,9.145087966734955,1.2092411779282184,0.2875913398801647
17,11.742176384714206,1.2152113036202388,0.2564159416631176
18,8.81327842860022,1.1580953564347283,0.19994854485572341
19,14.768720788098337,1.1892347291982512,0.15670635781220815
20,9.730326044066537,1.2228364177471058,0.31886730766612326
21,8.192489329325632,1.201654218450784,0.29117194659372564
22,11.95548251637225,1.2122685466983985,0.27832954554437983
23,12.789577747304882,1.2409399761055415,0.2796810789127845
24,13.930126252107613,1.378576741682172,0.15589389768407153
25,11.611822637589846,1.4179996790009073,0.09853120233576247
26,8.55357884638419,1.310128364681886,0.06313303397662354
27,11.975125738887662,1.2888389550918289,0.07004521966575525
28,14.050285241553603,1.3317016493797764,0.06719892610289041
29,13.631064965296643,1.248279961101861,0.06093927790979046
30,11.08583626349661,1.2812385981126295,0.06813445450550987
31,11.166373557702874,1.3438047071704309,0.06466522109244185
32,11.038434900905933,1.355545806930467,0.0976826943909071
33,15.77495415445632,1.436999987087679,0.10396829730022601
34,14.907626508717588,1.4264031257514966,0.1300008403862051
35,13.274721608197316,1.0060041541466673,0.09554443247991425
36,13.274721608197316,1.0345082390452165,0.07834834324208047
37,11.274721608197316,1.0137602890666362,0.10611675839008412
38,15.861672166811912,1.230102494603169,0.1194128235716579
39,12.95391504741802,1.4081320329893532,0.07512200521029128
40,10.665656045523933,1.3116992016073032,0.07754009527457881
41,12.965445407493783,1.5410530841346892,0.09306104989871568
42,11.952625995497637,1.2828050635246708,0.084771700111354
43,14.965445407493783,1.4098818736482122,0.06438421055004341
44,11.907626508717588,1.253662672163714,0.1094844101585699
45,14.064484311507155,1.3321324685802634,0.05508423647151589
46,14.11913932455048,1.3446734831747538,0.03661774202141406
47,14.064484311507155,1.362025673642679,0.038930474736825135
48,11.750128304987413,1.3638170907705582,0.03223219808422103
49,12.119161889949618,1.2350945811000034,0.053833031632305794
50,11.711777485826987,1.3582006638591038,0.050959722197823215
0,67.86898011561732,-3.718025450912784,1.143232872465189
1,35.93408599618397,-2.3865369049823393,1.1858942116272047
