gen,best,mean,diversity
0,22.58400846705814,-4.809488023319788,1.1607103786345285
1,5.583631773105097,-4.51523274901525,1.1931697737167761
2,-0.24736877554110848,-4.653178611654169,1.0580045507284805
3,0.5469759275680399,-4.765027008140984,0.8981864951103218
4,1.3183892542865845,-4.56438309377117,0.7901637066276356
5,0.8177989432000743,-4.554713520786884,0.658627933601078
6,0.7553240566749562,-4.538373089119865,0.6090812338912982
7,1.5592726787241364,-4.376762954003133,0.48306938055218474
8,0.5710435099769846,-4.388445393060919,0.2795932870294809
9,0.5592726787241364,-4.410139191392543,0.16416125867733347
10,3.453335197448503,-3.9873732156641695,0.07751887417392668
11,2.4297935349428066,-3.930003911840412,0.0658208152715079
12,3.4048929746937997,-3.5243044513483426,0.06709941798198828
13,8.182606078632995,-3.463520490534529,0.07037325942025174
14,4.500418522459896,-3.5222044508223838,0.0724673669551066
15,5.27677272865578,-3.5619611053584457,0.06918952050018096
16,6.323856053667173,-3.5087211968886023,0.07187729696519535
17,2.4768768599541993,-3.5538915655429744,0.07306090800500603
18,4.182606078632995,-3.6126021751476265,0.07332392831313966
19,4.381607025187632,-3.4961076466901733,0.0683849809354046
20,7.241891328150627,-3.5600104061598032,0.057264919962526604
21,6.170835247380147,-3.544352528592348,0.04997838573030879
22,4.335626884920021,-3.474702422077761,0.049967742440933924
23,5.1953194291382925,-3.490487056555295,0.055049043738488034
24,3.300106201916046,-3.5498030967773913,0.056433733199471085
25,1.53573101621844,-3.7070136117307895,0.05738599544311117
26,3.4415643661956548,-3.5992298672895613,0.06086864460264277
27,2.5121893537127438,-3.6569398451246427,0.05659125681842246
28,6.300314391161477,-3.611875345587083,0.053993965343500205
29,3.5004185224598956,-3.701012868113099,0.057607487597475464
30,2.5592726787241364,-3.4743350137556153,0.05314458985889022
31,1.5475018474712883,-3.51128375927561,0.05954877613786351
32,4.465106028701351,-3.4782507311036848,0.05943339820867252
33,4.335626884920021,-3.5061372167925917,0.06366201979243499
34,3.4692048816790333,-3.4804999779438175,0.05991132999593657
35,7.323856053667173,-3.5423711684667616,0.06448912520825927
36,5.345924746369208,-3.5033860689203147,0.0677385766476468
37,4.265001897402932,-3.6305083585243176,0.06879370638724396
38,5.382710209931414,-3.6199234657382,0.06801408774353972
39,2.4190653137316733,-3.7322044733083457,0.07105157113198085
40,2.6181268349883773,-3.691715924109347,0.06974452013323358
41,2.465106028701351,-3.4994096592579513,0.06680979562909108
42,3.3473977161728694,-3.604264083162887,0.07001853391137426
43,3.5121893537127438,-3.547879242996837,0.07008618991505672
44,2.253231066150084,-3.632262238758319,0.06978066662927634
45,3.3709393786785657,-3.5575277938840086,0.07325810796261419
46,3.1394033332429565,-3.549513961512821,0.07257059673263999
47,5.1472935848744505,-3.416626573420457,0.06903569640218742
48,1.333776427950017,-3.641713237937602,0.07432470194150687
49,4.394481041184262,-3.5256238387780248,0.07356757239295104
50,2.5121893537127438,-3.478850131670691,0.07312334887937176
