config,gens,best_final,mean_final,diversity_final,best_peak,gen_peak,gen_to_90pct
synth_best,50,108.27052345805828,29.360769490983905,0.1524256320029237,124.28400064526885,2,1
synth_no_anneal,50,52.07326078766409,18.705734619381538,0.286481771496052,574.3468621582116,0,0
synth_no_regrow,50,-0.0588833352601163,-5.919457006492061,0.2843762789890679,125.72197727385934,6,0
